Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance Index Faixa,Sample Question Papers Practiced Faixa,Hours Studied Faixa,Extracurricular Activities Faixa,Sleep Hours Faixa
2,73,1,7,9,49,1,1,1,1,1
4,73,0,7,1,57,2,1,1,1,1
5,75,0,9,7,61,2,1,1,1,1
9,74,1,8,4,75,2,1,1,1,1
1,56,1,6,4,26,1,1,1,1,1
3,67,1,9,5,47,1,1,1,1,1
5,53,0,5,8,37,1,1,1,1,1
3,73,1,9,6,55,2,1,1,1,1
4,87,1,8,4,73,2,1,1,1,1
3,50,0,8,4,30,1,1,1,1,1
4,96,0,7,9,80,3,1,1,1,1
1,52,0,5,8,24,1,1,1,1,1
8,72,1,7,8,66,2,1,1,1,1
4,96,0,6,1,77,2,1,1,1,1
7,94,1,6,6,86,3,1,1,1,1
2,41,0,4,9,13,1,1,1,1,1
2,73,1,8,0,52,2,1,1,1,1
6,92,1,5,3,80,3,1,1,1,1
2,68,1,5,1,44,1,1,1,1,1
6,76,0,7,9,68,2,1,1,1,1
2,43,1,9,8,23,1,1,1,1,1
4,51,1,9,5,36,1,1,1,1,1
7,65,1,7,3,58,2,1,1,1,1
8,97,0,9,2,91,3,1,1,1,1
3,67,1,5,3,48,1,1,1,1,1
9,42,1,7,1,40,1,1,1,1,1
2,59,1,9,4,33,1,1,1,1,1
8,49,1,4,8,46,1,1,1,1,1
8,91,0,8,5,87,3,1,1,1,1
4,57,1,4,1,39,1,1,1,1,1
1,92,0,9,5,70,2,1,1,1,1
1,92,0,6,8,67,2,1,1,1,1
2,92,1,5,3,68,2,1,1,1,1
9,66,0,4,0,61,2,1,1,1,1
2,70,0,4,1,51,2,1,1,1,1
2,66,0,7,4,43,1,1,1,1,1
6,81,1,7,9,70,2,1,1,1,1
7,40,0,7,6,34,1,1,1,1,1
7,45,0,9,7,33,1,1,1,1,1
9,50,1,6,2,46,1,1,1,1,1
6,73,1,4,8,60,2,1,1,1,1
8,78,0,8,1,73,2,1,1,1,1
6,59,0,7,3,47,1,1,1,1,1
2,92,0,6,3,67,2,1,1,1,1
1,60,1,9,5,37,1,1,1,1,1
5,60,0,6,9,44,1,1,1,1,1
9,57,1,7,5,55,2,1,1,1,1
8,60,0,5,2,52,2,1,1,1,1
4,58,0,4,8,42,1,1,1,1,1
5,43,1,7,4,28,1,1,1,1,1
5,52,0,8,1,31,1,1,1,1,1
6,57,1,4,5,42,1,1,1,1,1
3,91,0,6,2,71,2,1,1,1,1
5,68,1,8,7,54,2,1,1,1,1
2,64,1,4,2,42,1,1,1,1,1
1,95,0,8,4,68,2,1,1,1,1
1,52,1,6,3,27,1,1,1,1,1
7,66,0,7,3,59,2,1,1,1,1
2,99,1,8,1,77,2,1,1,1,1
4,58,1,7,7,43,1,1,1,1,1
5,88,1,6,2,73,2,1,1,1,1
7,40,0,6,3,31,1,1,1,1,1
2,77,1,8,5,55,2,1,1,1,1
6,58,1,8,8,49,1,1,1,1,1
1,91,1,6,3,65,2,1,1,1,1
7,40,0,8,2,30,1,1,1,1,1
9,79,0,8,4,75,2,1,1,1,1
5,56,1,8,8,43,1,1,1,1,1
5,60,1,9,0,49,1,1,1,1,1
4,61,0,8,4,44,1,1,1,1,1
3,54,1,4,3,35,1,1,1,1,1
9,89,1,6,4,88,3,1,1,1,1
5,78,1,6,6,65,2,1,1,1,1
8,87,1,5,6,82,3,1,1,1,1
9,78,1,7,6,76,2,1,1,1,1
5,71,1,5,0,54,2,1,1,1,1
9,88,0,8,8,90,3,1,1,1,1
2,43,1,8,6,23,1,1,1,1,1
9,83,1,4,3,79,2,1,1,1,1
4,84,0,4,3,65,2,1,1,1,1
6,71,0,4,1,59,2,1,1,1,1
6,43,0,4,5,28,1,1,1,1,1
6,92,0,4,9,79,2,1,1,1,1
2,40,1,4,2,11,1,1,1,1,1
7,72,0,4,0,61,2,1,1,1,1
6,46,1,4,4,36,1,1,1,1,1
1,48,0,9,5,22,1,1,1,1,1
2,40,0,4,4,20,1,1,1,1,1
7,55,0,6,4,45,1,1,1,1,1
1,57,1,4,9,32,1,1,1,1,1
1,93,0,7,7,68,2,1,1,1,1
1,86,0,4,9,55,2,1,1,1,1
8,45,0,9,0,38,1,1,1,1,1
4,41,1,8,7,23,1,1,1,1,1
4,48,1,9,6,33,1,1,1,1,1
2,43,0,9,0,22,1,1,1,1,1
1,84,1,8,8,60,2,1,1,1,1
9,62,0,4,3,58,2,1,1,1,1
7,93,1,4,6,84,3,1,1,1,1
4,82,0,8,2,67,2,1,1,1,1
6,84,1,7,7,79,2,1,1,1,1
2,82,0,5,3,61,2,1,1,1,1
7,90,1,6,1,80,3,1,1,1,1
2,47,1,8,1,27,1,1,1,1,1
8,78,0,4,7,72,2,1,1,1,1
8,64,0,6,7,61,2,1,1,1,1
1,55,1,4,0,25,1,1,1,1,1
8,74,0,5,5,67,2,1,1,1,1
2,56,0,5,8,33,1,1,1,1,1
6,57,0,8,8,46,1,1,1,1,1
1,99,0,6,1,73,2,1,1,1,1
5,66,1,9,7,54,2,1,1,1,1
7,54,0,6,7,44,1,1,1,1,1
1,99,1,9,3,74,2,1,1,1,1
2,56,1,5,3,31,1,1,1,1,1
7,82,0,4,4,73,2,1,1,1,1
6,44,0,9,9,34,1,1,1,1,1
3,55,1,9,6,36,1,1,1,1,1
2,54,0,8,0,27,1,1,1,1,1
4,81,0,7,8,66,2,1,1,1,1
3,85,1,5,2,66,2,1,1,1,1
7,73,1,9,3,64,2,1,1,1,1
8,87,1,5,6,82,3,1,1,1,1
2,58,0,8,4,34,1,1,1,1,1
7,47,0,4,4,38,1,1,1,1,1
8,86,1,6,0,79,2,1,1,1,1
6,49,1,5,1,35,1,1,1,1,1
6,44,0,8,4,33,1,1,1,1,1
1,91,0,8,1,65,2,1,1,1,1
4,87,0,8,0,69,2,1,1,1,1
1,92,1,6,9,66,2,1,1,1,1
4,65,0,5,2,45,1,1,1,1,1
2,61,0,9,0,37,1,1,1,1,1
5,83,1,8,9,71,2,1,1,1,1
9,62,0,6,7,59,2,1,1,1,1
3,52,1,4,7,32,1,1,1,1,1
8,48,0,7,7,40,1,1,1,1,1
3,88,1,5,6,73,2,1,1,1,1
6,59,1,6,6,48,1,1,1,1,1
4,67,1,7,1,52,2,1,1,1,1
8,83,0,7,8,79,2,1,1,1,1
6,96,0,6,6,85,3,1,1,1,1
8,76,0,9,4,72,2,1,1,1,1
1,63,0,9,3,39,1,1,1,1,1
6,83,1,6,7,72,2,1,1,1,1
1,72,0,6,4,51,2,1,1,1,1
1,59,0,8,5,36,1,1,1,1,1
8,99,1,4,3,89,3,1,1,1,1
7,87,1,9,1,82,3,1,1,1,1
3,69,1,8,6,51,2,1,1,1,1
6,83,1,7,1,75,2,1,1,1,1
9,48,0,7,6,44,1,1,1,1,1
7,84,1,7,6,72,2,1,1,1,1
3,88,0,6,0,66,2,1,1,1,1
6,56,0,5,9,41,1,1,1,1,1
4,75,1,8,9,59,2,1,1,1,1
3,53,1,5,2,31,1,1,1,1,1
9,58,1,4,2,54,2,1,1,1,1
2,46,1,4,5,23,1,1,1,1,1
1,98,1,8,2,75,2,1,1,1,1
2,42,0,7,8,21,1,1,1,1,1
7,72,1,9,4,69,2,1,1,1,1
1,83,0,4,5,56,2,1,1,1,1
6,71,1,5,5,60,2,1,1,1,1
7,86,0,5,7,79,2,1,1,1,1
9,50,0,9,9,47,1,1,1,1,1
8,81,0,6,2,72,2,1,1,1,1
6,41,1,7,8,31,1,1,1,1,1
3,65,1,6,6,45,1,1,1,1,1
8,43,1,8,5,40,1,1,1,1,1
7,56,0,4,0,46,1,1,1,1,1
3,56,0,9,3,38,1,1,1,1,1
9,67,1,9,4,64,2,1,1,1,1
2,69,1,9,1,46,1,1,1,1,1
3,79,0,6,0,58,2,1,1,1,1
2,62,0,6,1,37,1,1,1,1,1
1,85,1,8,7,62,2,1,1,1,1
4,63,1,5,9,49,1,1,1,1,1
5,68,1,5,5,53,2,1,1,1,1
6,43,0,8,9,30,1,1,1,1,1
5,77,0,9,1,59,2,1,1,1,1
1,68,1,5,8,40,1,1,1,1,1
3,58,1,8,7,37,1,1,1,1,1
1,66,1,5,3,41,1,1,1,1,1
5,68,1,8,9,56,2,1,1,1,1
5,95,1,5,6,81,3,1,1,1,1
6,75,0,9,2,66,2,1,1,1,1
8,74,1,6,5,71,2,1,1,1,1
1,91,0,6,2,64,2,1,1,1,1
4,45,0,9,9,31,1,1,1,1,1
1,98,0,5,2,72,2,1,1,1,1
9,62,0,9,8,57,2,1,1,1,1
7,78,0,8,5,67,2,1,1,1,1
7,85,0,6,7,76,2,1,1,1,1
5,83,0,4,3,68,2,1,1,1,1
7,87,0,5,3,78,2,1,1,1,1
2,91,1,4,7,68,2,1,1,1,1
4,47,1,4,6,25,1,1,1,1,1
7,94,1,7,4,86,3,1,1,1,1
3,41,1,4,1,15,1,1,1,1,1
2,52,1,4,5,28,1,1,1,1,1
2,79,0,9,0,58,2,1,1,1,1
1,96,0,7,6,72,2,1,1,1,1
5,60,0,7,8,45,1,1,1,1,1
6,70,0,7,4,59,2,1,1,1,1
6,91,0,8,4,78,2,1,1,1,1
9,87,1,7,6,84,3,1,1,1,1
4,75,1,9,4,56,2,1,1,1,1
1,87,0,8,9,62,2,1,1,1,1
6,91,1,5,3,78,2,1,1,1,1
5,77,1,8,0,62,2,1,1,1,1
6,66,1,5,5,54,2,1,1,1,1
3,75,1,7,8,57,2,1,1,1,1
2,87,1,7,3,61,2,1,1,1,1
6,62,0,5,9,49,1,1,1,1,1
1,94,1,6,3,71,2,1,1,1,1
7,60,1,9,4,55,2,1,1,1,1
7,52,0,8,5,44,1,1,1,1,1
7,76,0,9,2,68,2,1,1,1,1
1,86,0,9,8,60,2,1,1,1,1
4,65,0,4,0,45,1,1,1,1,1
7,79,0,7,5,72,2,1,1,1,1
9,46,0,8,5,41,1,1,1,1,1
5,85,0,9,7,73,2,1,1,1,1
2,78,0,8,4,57,2,1,1,1,1
7,61,1,9,8,55,2,1,1,1,1
1,78,0,7,8,53,2,1,1,1,1
7,62,0,9,1,53,2,1,1,1,1
6,97,1,5,4,87,3,1,1,1,1
7,69,0,7,6,61,2,1,1,1,1
3,57,0,8,1,38,1,1,1,1,1
3,81,0,6,6,60,2,1,1,1,1
7,57,0,9,8,49,1,1,1,1,1
2,85,1,5,7,64,2,1,1,1,1
1,49,1,7,9,23,1,1,1,1,1
9,78,0,4,8,72,2,1,1,1,1
9,69,1,7,3,71,2,1,1,1,1
7,65,1,8,7,59,2,1,1,1,1
7,46,1,8,8,38,1,1,1,1,1
3,46,1,4,9,24,1,1,1,1,1
2,44,1,5,1,18,1,1,1,1,1
7,40,1,8,9,33,1,1,1,1,1
9,85,0,5,2,81,3,1,1,1,1
1,57,0,5,0,30,1,1,1,1,1
4,52,1,7,0,32,1,1,1,1,1
6,64,1,5,9,50,2,1,1,1,1
7,79,1,9,5,73,2,1,1,1,1
7,47,0,8,0,38,1,1,1,1,1
2,49,0,8,4,28,1,1,1,1,1
4,71,0,6,5,57,2,1,1,1,1
5,56,0,5,8,41,1,1,1,1,1
1,77,0,6,5,52,2,1,1,1,1
1,54,0,7,3,26,1,1,1,1,1
3,54,1,6,0,28,1,1,1,1,1
3,96,0,5,5,74,2,1,1,1,1
8,87,0,8,6,81,3,1,1,1,1
9,79,0,7,4,81,3,1,1,1,1
1,90,1,5,5,61,2,1,1,1,1
2,59,0,7,9,38,1,1,1,1,1
2,54,1,4,7,29,1,1,1,1,1
4,74,1,5,0,57,2,1,1,1,1
2,45,0,4,7,21,1,1,1,1,1
7,69,0,6,1,57,2,1,1,1,1
9,96,0,5,1,94,3,1,1,1,1
7,47,1,4,7,39,1,1,1,1,1
6,70,0,9,1,59,2,1,1,1,1
1,87,1,8,7,64,2,1,1,1,1
9,86,1,6,4,83,3,1,1,1,1
5,71,0,5,8,53,2,1,1,1,1
5,84,0,5,8,70,2,1,1,1,1
6,97,0,8,7,92,3,1,1,1,1
9,91,1,8,8,92,3,1,1,1,1
8,54,0,4,6,47,1,1,1,1,1
8,57,1,4,7,51,2,1,1,1,1
8,52,0,4,5,45,1,1,1,1,1
1,63,1,7,8,34,1,1,1,1,1
1,79,0,6,1,50,2,1,1,1,1
8,53,0,5,2,45,1,1,1,1,1
5,67,1,6,1,54,2,1,1,1,1
9,50,1,8,5,52,2,1,1,1,1
2,45,0,9,2,20,1,1,1,1,1
9,95,1,6,0,93,3,1,1,1,1
8,64,1,6,3,53,2,1,1,1,1
9,40,1,4,4,35,1,1,1,1,1
4,64,1,8,3,48,1,1,1,1,1
1,41,0,6,5,18,1,1,1,1,1
1,71,1,5,2,43,1,1,1,1,1
5,52,0,4,9,36,1,1,1,1,1
2,72,0,6,5,51,2,1,1,1,1
8,71,0,8,9,65,2,1,1,1,1
5,95,1,9,0,81,3,1,1,1,1
5,63,0,5,5,45,1,1,1,1,1
2,66,0,9,7,46,1,1,1,1,1
7,43,0,8,9,32,1,1,1,1,1
8,63,0,8,7,60,2,1,1,1,1
1,62,0,8,0,33,1,1,1,1,1
2,68,1,9,6,45,1,1,1,1,1
4,73,0,7,9,54,2,1,1,1,1
5,60,1,5,9,46,1,1,1,1,1
2,69,0,8,3,49,1,1,1,1,1
1,65,0,7,5,38,1,1,1,1,1
9,59,1,4,5,53,2,1,1,1,1
1,55,1,7,4,30,1,1,1,1,1
4,42,0,4,9,24,1,1,1,1,1
2,88,0,9,8,69,2,1,1,1,1
4,76,0,7,9,57,2,1,1,1,1
8,97,0,9,7,94,3,1,1,1,1
8,79,0,8,5,77,2,1,1,1,1
9,83,1,7,3,79,2,1,1,1,1
5,64,0,7,3,50,2,1,1,1,1
7,62,0,8,8,52,2,1,1,1,1
3,83,1,4,3,64,2,1,1,1,1
4,98,1,8,6,86,3,1,1,1,1
9,40,0,5,5,33,1,1,1,1,1
1,72,1,7,1,47,1,1,1,1,1
2,54,1,5,4,31,1,1,1,1,1
5,56,1,8,2,42,1,1,1,1,1
3,73,0,9,8,54,2,1,1,1,1
2,56,0,8,9,33,1,1,1,1,1
1,91,0,6,0,61,2,1,1,1,1
3,97,1,5,9,78,2,1,1,1,1
1,80,0,6,3,55,2,1,1,1,1
1,83,0,5,3,59,2,1,1,1,1
1,43,1,9,8,20,1,1,1,1,1
8,52,0,6,0,43,1,1,1,1,1
3,43,1,6,1,19,1,1,1,1,1
1,46,1,5,0,17,1,1,1,1,1
7,85,1,8,0,73,2,1,1,1,1
3,98,1,4,0,72,2,1,1,1,1
8,48,0,8,2,39,1,1,1,1,1
4,62,0,4,3,44,1,1,1,1,1
4,72,0,5,9,52,2,1,1,1,1
5,72,1,7,1,58,2,1,1,1,1
6,59,0,8,0,45,1,1,1,1,1
7,43,0,6,4,36,1,1,1,1,1
4,40,1,8,5,22,1,1,1,1,1
8,93,1,5,1,86,3,1,1,1,1
6,81,0,7,2,68,2,1,1,1,1
1,73,1,7,9,47,1,1,1,1,1
1,66,0,8,2,40,1,1,1,1,1
9,60,1,8,1,58,2,1,1,1,1
6,63,1,9,3,53,2,1,1,1,1
8,54,0,8,4,46,1,1,1,1,1
7,74,1,5,7,66,2,1,1,1,1
6,64,1,4,5,49,1,1,1,1,1
4,94,1,9,8,77,2,1,1,1,1
7,48,0,4,2,36,1,1,1,1,1
9,56,0,6,9,55,2,1,1,1,1
7,60,0,5,8,49,1,1,1,1,1
1,99,1,9,3,76,2,1,1,1,1
9,52,1,7,7,45,1,1,1,1,1
4,42,1,9,9,28,1,1,1,1,1
3,43,1,6,6,25,1,1,1,1,1
4,43,0,7,6,27,1,1,1,1,1
4,82,0,9,8,67,2,1,1,1,1
2,67,1,7,9,44,1,1,1,1,1
1,46,0,8,1,18,1,1,1,1,1
1,65,0,7,4,37,1,1,1,1,1
8,50,0,9,2,43,1,1,1,1,1
2,63,1,7,6,43,1,1,1,1,1
5,82,0,5,2,66,2,1,1,1,1
4,49,0,8,4,34,1,1,1,1,1
8,76,0,8,4,77,2,1,1,1,1
2,52,0,6,1,31,1,1,1,1,1
9,83,0,8,0,80,3,1,1,1,1
7,81,1,4,5,71,2,1,1,1,1
7,78,0,5,0,69,2,1,1,1,1
1,58,0,6,8,34,1,1,1,1,1
2,90,1,4,9,69,2,1,1,1,1
4,58,0,7,4,44,1,1,1,1,1
4,51,1,4,0,30,1,1,1,1,1
3,91,1,6,7,73,2,1,1,1,1
7,61,1,8,0,52,2,1,1,1,1
8,86,1,5,3,81,3,1,1,1,1
2,76,0,6,6,52,2,1,1,1,1
4,95,0,4,3,77,2,1,1,1,1
3,69,1,4,4,44,1,1,1,1,1
2,85,0,6,6,62,2,1,1,1,1
6,51,1,9,3,44,1,1,1,1,1
4,68,0,9,4,51,2,1,1,1,1
6,60,0,6,6,48,1,1,1,1,1
2,50,1,9,0,30,1,1,1,1,1
4,99,0,6,2,82,3,1,1,1,1
6,76,1,8,0,61,2,1,1,1,1
5,87,0,6,2,72,2,1,1,1,1
3,97,0,7,1,78,2,1,1,1,1
8,57,0,5,4,53,2,1,1,1,1
7,83,1,5,9,78,2,1,1,1,1
3,98,1,7,4,79,2,1,1,1,1
6,66,1,4,9,56,2,1,1,1,1
4,76,0,4,8,58,2,1,1,1,1
5,87,1,4,7,72,2,1,1,1,1
5,51,1,4,2,37,1,1,1,1,1
7,62,1,8,0,56,2,1,1,1,1
5,73,0,7,4,59,2,1,1,1,1
3,77,0,5,2,54,2,1,1,1,1
5,62,0,7,4,47,1,1,1,1,1
7,92,0,5,8,84,3,1,1,1,1
5,64,1,4,0,50,2,1,1,1,1
5,43,0,8,0,27,1,1,1,1,1
9,69,1,6,8,67,2,1,1,1,1
3,69,0,6,2,48,1,1,1,1,1
6,52,1,9,9,42,1,1,1,1,1
1,81,1,4,4,55,2,1,1,1,1
5,88,0,4,8,73,2,1,1,1,1
8,53,1,7,4,46,1,1,1,1,1
5,95,1,8,2,81,3,1,1,1,1
9,86,1,8,8,82,3,1,1,1,1
6,47,1,7,6,35,1,1,1,1,1
8,94,0,8,6,92,3,1,1,1,1
8,63,0,8,7,59,2,1,1,1,1
3,57,1,6,4,35,1,1,1,1,1
7,74,0,8,1,65,2,1,1,1,1
7,64,1,4,8,53,2,1,1,1,1
6,56,1,6,2,45,1,1,1,1,1
7,71,0,4,1,61,2,1,1,1,1
2,95,1,4,9,74,2,1,1,1,1
9,63,0,7,9,60,2,1,1,1,1
1,46,1,9,4,23,1,1,1,1,1
1,52,0,8,7,25,1,1,1,1,1
3,66,0,8,2,45,1,1,1,1,1
3,87,1,8,5,68,2,1,1,1,1
1,44,0,8,8,21,1,1,1,1,1
7,75,1,6,1,65,2,1,1,1,1
4,65,0,5,7,45,1,1,1,1,1
2,81,1,4,9,58,2,1,1,1,1
5,84,0,9,6,76,2,1,1,1,1
6,70,0,9,2,57,2,1,1,1,1
9,49,0,5,0,46,1,1,1,1,1
4,85,1,5,5,68,2,1,1,1,1
2,65,0,5,1,40,1,1,1,1,1
5,61,1,6,2,45,1,1,1,1,1
3,51,0,5,4,31,1,1,1,1,1
2,71,0,6,7,50,2,1,1,1,1
1,66,1,7,1,43,1,1,1,1,1
2,72,0,7,5,50,2,1,1,1,1
6,92,1,9,0,80,3,1,1,1,1
8,91,1,7,6,90,3,1,1,1,1
3,59,1,6,3,38,1,1,1,1,1
9,78,1,6,0,73,2,1,1,1,1
9,80,1,4,8,78,2,1,1,1,1
2,79,0,5,8,54,2,1,1,1,1
8,98,1,8,2,92,3,1,1,1,1
5,52,0,8,5,39,1,1,1,1,1
4,53,1,5,6,41,1,1,1,1,1
5,83,1,8,3,71,2,1,1,1,1
4,79,0,8,5,65,2,1,1,1,1
8,92,0,8,8,87,3,1,1,1,1
4,61,1,9,9,47,1,1,1,1,1
6,57,1,6,5,42,1,1,1,1,1
2,87,0,6,6,62,2,1,1,1,1
5,68,0,6,5,54,2,1,1,1,1
6,82,1,5,6,71,2,1,1,1,1
5,55,1,7,0,42,1,1,1,1,1
2,85,1,9,5,64,2,1,1,1,1
7,74,0,9,8,70,2,1,1,1,1
4,92,1,8,2,77,2,1,1,1,1
8,73,0,4,5,62,2,1,1,1,1
7,42,0,6,3,28,1,1,1,1,1
7,43,1,9,6,36,1,1,1,1,1
9,93,1,9,6,92,3,1,1,1,1
1,44,0,4,8,18,1,1,1,1,1
6,49,1,8,3,37,1,1,1,1,1
6,91,1,9,7,81,3,1,1,1,1
6,68,0,9,7,57,2,1,1,1,1
6,71,1,7,7,61,2,1,1,1,1
7,70,0,4,7,62,2,1,1,1,1
6,41,0,8,5,27,1,1,1,1,1
1,51,1,8,7,26,1,1,1,1,1
3,66,0,6,5,48,1,1,1,1,1
2,44,0,7,9,18,1,1,1,1,1
6,76,1,8,1,66,2,1,1,1,1
8,66,0,7,2,59,2,1,1,1,1
3,62,1,6,5,41,1,1,1,1,1
8,72,0,4,6,64,2,1,1,1,1
8,43,0,9,3,40,1,1,1,1,1
5,98,0,9,0,84,3,1,1,1,1
8,60,0,5,3,51,2,1,1,1,1
6,63,0,5,5,49,1,1,1,1,1
5,83,0,5,7,67,2,1,1,1,1
9,70,0,9,3,70,2,1,1,1,1
7,83,1,7,9,75,2,1,1,1,1
8,87,0,5,0,80,3,1,1,1,1
1,63,1,4,4,35,1,1,1,1,1
2,88,0,8,6,65,2,1,1,1,1
8,92,0,7,5,86,3,1,1,1,1
9,49,1,9,2,45,1,1,1,1,1
4,88,1,4,6,69,2,1,1,1,1
9,88,1,9,3,86,3,1,1,1,1
4,89,0,7,4,75,2,1,1,1,1
9,41,1,7,6,39,1,1,1,1,1
7,70,0,7,1,59,2,1,1,1,1
2,64,0,6,3,42,1,1,1,1,1
9,43,1,8,3,42,1,1,1,1,1
4,90,0,5,5,70,2,1,1,1,1
8,50,1,6,6,48,1,1,1,1,1
7,56,1,8,3,49,1,1,1,1,1
7,83,1,9,9,78,2,1,1,1,1
8,41,1,5,0,34,1,1,1,1,1
1,45,0,6,0,18,1,1,1,1,1
5,48,0,6,4,33,1,1,1,1,1
2,44,1,4,0,20,1,1,1,1,1
2,59,1,6,2,35,1,1,1,1,1
1,68,0,7,8,46,1,1,1,1,1
5,60,0,9,2,42,1,1,1,1,1
2,48,1,6,2,23,1,1,1,1,1
4,67,0,7,8,51,2,1,1,1,1
3,94,0,8,4,75,2,1,1,1,1
3,47,0,8,7,27,1,1,1,1,1
2,70,0,7,9,48,1,1,1,1,1
6,59,1,4,8,45,1,1,1,1,1
2,66,0,4,5,40,1,1,1,1,1
8,47,1,8,6,42,1,1,1,1,1
8,93,1,9,6,90,3,1,1,1,1
5,60,1,6,6,45,1,1,1,1,1
7,67,0,8,3,55,2,1,1,1,1
4,62,0,8,1,45,1,1,1,1,1
1,45,1,7,1,20,1,1,1,1,1
2,42,0,4,6,15,1,1,1,1,1
4,44,1,9,9,28,1,1,1,1,1
1,48,1,7,6,25,1,1,1,1,1
8,46,0,8,9,39,1,1,1,1,1
9,99,0,5,6,96,3,1,1,1,1
4,43,0,6,7,24,1,1,1,1,1
3,78,1,8,2,63,2,1,1,1,1
2,44,1,7,4,19,1,1,1,1,1
5,50,0,5,5,31,1,1,1,1,1
3,54,1,5,7,35,1,1,1,1,1
7,73,1,8,7,65,2,1,1,1,1
6,52,1,9,9,41,1,1,1,1,1
1,93,0,4,2,65,2,1,1,1,1
8,87,0,5,3,83,3,1,1,1,1
2,46,0,6,5,22,1,1,1,1,1
5,79,1,7,3,68,2,1,1,1,1
9,45,0,7,9,40,1,1,1,1,1
8,95,1,7,3,92,3,1,1,1,1
2,78,1,8,4,54,2,1,1,1,1
9,89,1,7,9,90,3,1,1,1,1
5,69,0,7,6,57,2,1,1,1,1
6,61,1,6,1,47,1,1,1,1,1
3,64,0,4,1,43,1,1,1,1,1
3,67,1,9,9,50,2,1,1,1,1
8,93,0,8,8,91,3,1,1,1,1
2,59,0,8,3,34,1,1,1,1,1
2,78,0,7,4,54,2,1,1,1,1
5,42,0,6,2,26,1,1,1,1,1
6,44,0,5,1,34,1,1,1,1,1
2,40,0,7,9,18,1,1,1,1,1
5,54,0,7,7,38,1,1,1,1,1
7,65,0,8,3,57,2,1,1,1,1
8,42,1,8,0,34,1,1,1,1,1
7,79,1,7,5,68,2,1,1,1,1
8,96,1,8,5,92,3,1,1,1,1
9,80,1,6,1,77,2,1,1,1,1
5,86,1,5,1,71,2,1,1,1,1
5,81,0,5,7,67,2,1,1,1,1
4,73,0,5,6,59,2,1,1,1,1
9,91,0,7,1,91,3,1,1,1,1
5,44,0,9,9,29,1,1,1,1,1
2,70,0,7,0,48,1,1,1,1,1
8,90,1,7,7,90,3,1,1,1,1
7,52,1,6,9,48,1,1,1,1,1
8,82,0,5,1,77,2,1,1,1,1
3,40,1,8,4,20,1,1,1,1,1
4,61,1,8,5,42,1,1,1,1,1
5,54,0,4,9,37,1,1,1,1,1
6,65,0,4,0,52,2,1,1,1,1
1,57,1,9,1,33,1,1,1,1,1
4,87,1,8,9,72,2,1,1,1,1
5,48,0,5,3,34,1,1,1,1,1
7,40,1,7,1,33,1,1,1,1,1
5,82,0,8,5,71,2,1,1,1,1
1,48,1,9,3,25,1,1,1,1,1
7,62,1,9,2,55,2,1,1,1,1
8,82,0,8,5,76,2,1,1,1,1
7,84,1,4,8,76,2,1,1,1,1
4,97,0,5,7,81,3,1,1,1,1
8,41,1,8,1,35,1,1,1,1,1
5,53,1,7,2,35,1,1,1,1,1
9,77,0,7,1,74,2,1,1,1,1
5,79,1,6,9,66,2,1,1,1,1
1,57,0,7,6,31,1,1,1,1,1
9,55,0,8,8,54,2,1,1,1,1
5,92,1,8,0,79,2,1,1,1,1
6,68,0,7,2,58,2,1,1,1,1
4,83,0,4,5,66,2,1,1,1,1
6,50,0,5,3,36,1,1,1,1,1
8,45,1,9,9,44,1,1,1,1,1
3,42,0,8,9,26,1,1,1,1,1
5,53,0,7,0,37,1,1,1,1,1
2,99,1,9,8,82,3,1,1,1,1
2,41,0,7,6,18,1,1,1,1,1
7,71,0,8,6,66,2,1,1,1,1
6,70,0,6,0,60,2,1,1,1,1
4,50,1,5,8,32,1,1,1,1,1
5,61,1,8,7,51,2,1,1,1,1
1,42,1,9,9,18,1,1,1,1,1
7,89,1,7,4,82,3,1,1,1,1
8,70,1,6,3,66,2,1,1,1,1
9,72,1,8,0,69,2,1,1,1,1
8,63,0,5,8,59,2,1,1,1,1
5,40,1,6,7,26,1,1,1,1,1
3,83,1,9,1,63,2,1,1,1,1
9,54,1,7,3,52,2,1,1,1,1
6,76,1,4,3,66,2,1,1,1,1
5,66,0,5,6,51,2,1,1,1,1
3,77,0,6,2,54,2,1,1,1,1
6,87,1,8,7,77,2,1,1,1,1
3,66,0,8,6,45,1,1,1,1,1
6,83,1,6,9,77,2,1,1,1,1
4,51,0,8,3,32,1,1,1,1,1
2,42,1,6,8,15,1,1,1,1,1
8,69,1,5,5,62,2,1,1,1,1
4,71,1,8,2,55,2,1,1,1,1
9,62,1,5,6,59,2,1,1,1,1
7,41,0,7,5,32,1,1,1,1,1
2,46,1,7,7,21,1,1,1,1,1
4,73,0,7,4,56,2,1,1,1,1
5,71,0,7,5,55,2,1,1,1,1
3,92,0,8,0,74,2,1,1,1,1
9,78,1,6,7,74,2,1,1,1,1
5,71,0,8,0,56,2,1,1,1,1
2,82,0,9,2,58,2,1,1,1,1
3,82,0,8,1,64,2,1,1,1,1
9,53,1,5,5,49,1,1,1,1,1
7,42,0,6,7,31,1,1,1,1,1
2,85,1,4,7,64,2,1,1,1,1
9,71,0,4,6,63,2,1,1,1,1
4,82,0,6,6,66,2,1,1,1,1
9,75,1,4,7,73,2,1,1,1,1
2,56,1,6,4,38,1,1,1,1,1
