Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance Index Faixa,Sample Question Papers Practiced Faixa,Hours Studied Faixa,Extracurricular Activities Faixa,Sleep Hours Faixa
4,1,5,1,51,2,1,1,1,1
4,0,3,4,57,2,1,1,1,1
2,0,4,1,40,1,1,1,1,1
2,1,5,5,68,2,1,1,1,1
3,1,4,4,58,2,1,1,1,1
4,0,2,3,63,2,1,1,1,1
5,1,1,2,56,2,1,1,1,1
1,0,5,4,60,2,1,1,1,1
4,0,4,4,68,2,1,1,1,1
4,0,1,4,82,3,1,1,1,1
3,0,3,2,33,1,1,1,1,1
2,0,4,4,47,1,1,1,1,1
2,1,5,1,32,1,1,1,1,1
2,1,2,2,39,1,1,1,1,1
3,0,1,3,41,1,1,1,1,1
4,1,1,3,61,2,1,1,1,1
4,0,2,3,63,2,1,1,1,1
1,1,5,3,27,1,1,1,1,1
3,1,5,3,88,3,1,1,1,1
4,1,3,5,35,1,1,1,1,1
4,1,5,5,48,1,1,1,1,1
5,1,2,5,95,3,1,1,1,1
3,1,3,2,48,1,1,1,1,1
1,1,5,1,45,1,1,1,1,1
1,1,4,5,49,1,1,1,1,1
2,0,4,1,57,2,1,1,1,1
3,0,5,4,61,2,1,1,1,1
5,1,5,3,75,2,1,1,1,1
1,1,3,3,26,1,1,1,1,1
2,1,5,3,47,1,1,1,1,1
3,0,2,5,37,1,1,1,1,1
2,1,5,4,55,2,1,1,1,1
2,1,5,3,73,2,1,1,1,1
2,0,5,3,30,1,1,1,1,1
2,0,4,5,80,3,1,1,1,1
1,0,2,5,24,1,1,1,1,1
4,1,4,5,66,2,1,1,1,1
2,0,3,1,77,2,1,1,1,1
4,1,3,4,86,3,1,1,1,1
1,0,1,5,13,1,1,1,1,1
1,1,5,1,52,2,1,1,1,1
3,1,2,2,80,3,1,1,1,1
1,1,2,1,44,1,1,1,1,1
3,0,4,5,68,2,1,1,1,1
1,1,5,5,23,1,1,1,1,1
2,1,5,3,36,1,1,1,1,1
4,1,4,2,58,2,1,1,1,1
4,0,5,2,91,3,1,1,1,1
2,1,2,2,48,1,1,1,1,1
5,1,4,1,40,1,1,1,1,1
1,1,5,3,33,1,1,1,1,1
4,1,1,5,46,1,1,1,1,1
4,0,5,3,87,3,1,1,1,1
2,1,1,1,39,1,1,1,1,1
1,0,5,3,70,2,1,1,1,1
1,0,3,5,67,2,1,1,1,1
1,1,2,2,68,2,1,1,1,1
5,0,1,1,61,2,1,1,1,1
1,0,1,1,51,2,1,1,1,1
1,0,4,3,43,1,1,1,1,1
3,1,4,5,70,2,1,1,1,1
4,0,4,4,34,1,1,1,1,1
4,0,5,4,33,1,1,1,1,1
5,1,3,2,46,1,1,1,1,1
3,1,1,5,60,2,1,1,1,1
4,0,5,1,73,2,1,1,1,1
3,0,4,2,47,1,1,1,1,1
1,0,3,2,67,2,1,1,1,1
1,1,5,3,37,1,1,1,1,1
3,0,3,5,44,1,1,1,1,1
5,1,4,3,55,2,1,1,1,1
4,0,2,2,52,2,1,1,1,1
2,0,1,5,42,1,1,1,1,1
3,1,4,3,28,1,1,1,1,1
3,0,5,1,31,1,1,1,1,1
3,1,1,3,42,1,1,1,1,1
2,0,3,2,71,2,1,1,1,1
3,1,5,4,54,2,1,1,1,1
1,1,1,2,42,1,1,1,1,1
1,0,5,3,68,2,1,1,1,1
1,1,3,2,27,1,1,1,1,1
4,0,4,2,59,2,1,1,1,1
1,1,5,1,77,2,1,1,1,1
2,1,4,4,43,1,1,1,1,1
3,1,3,2,73,2,1,1,1,1
4,0,3,2,31,1,1,1,1,1
1,1,5,3,55,2,1,1,1,1
3,1,5,5,49,1,1,1,1,1
1,1,3,2,65,2,1,1,1,1
4,0,5,2,30,1,1,1,1,1
5,0,5,3,75,2,1,1,1,1
3,1,5,5,43,1,1,1,1,1
3,1,5,1,49,1,1,1,1,1
2,0,5,3,44,1,1,1,1,1
2,1,1,2,35,1,1,1,1,1
5,1,3,3,88,3,1,1,1,1
3,1,3,4,65,2,1,1,1,1
4,1,2,4,82,3,1,1,1,1
5,1,4,4,76,2,1,1,1,1
3,1,2,1,54,2,1,1,1,1
5,0,5,5,90,3,1,1,1,1
1,1,5,4,23,1,1,1,1,1
5,1,1,2,79,2,1,1,1,1
2,0,1,2,65,2,1,1,1,1
3,0,1,1,59,2,1,1,1,1
3,0,1,3,28,1,1,1,1,1
3,0,1,5,79,2,1,1,1,1
1,1,1,2,11,1,1,1,1,1
4,0,1,1,61,2,1,1,1,1
3,1,1,3,36,1,1,1,1,1
1,0,5,3,22,1,1,1,1,1
1,0,1,3,20,1,1,1,1,1
4,0,3,3,45,1,1,1,1,1
1,1,1,5,32,1,1,1,1,1
1,0,4,4,68,2,1,1,1,1
1,0,1,5,55,2,1,1,1,1
4,0,5,1,38,1,1,1,1,1
2,1,5,4,23,1,1,1,1,1
2,1,5,4,33,1,1,1,1,1
1,0,5,1,22,1,1,1,1,1
1,1,5,5,60,2,1,1,1,1
5,0,1,2,58,2,1,1,1,1
4,1,1,4,84,3,1,1,1,1
2,0,5,2,67,2,1,1,1,1
3,1,4,4,79,2,1,1,1,1
1,0,2,2,61,2,1,1,1,1
4,1,3,1,80,3,1,1,1,1
1,1,5,1,27,1,1,1,1,1
4,0,1,4,72,2,1,1,1,1
4,0,3,4,61,2,1,1,1,1
1,1,1,1,25,1,1,1,1,1
4,0,2,3,67,2,1,1,1,1
1,0,2,5,33,1,1,1,1,1
3,0,5,5,46,1,1,1,1,1
1,0,3,1,73,2,1,1,1,1
3,1,5,4,54,2,1,1,1,1
4,0,3,4,44,1,1,1,1,1
1,1,5,2,74,2,1,1,1,1
1,1,2,2,31,1,1,1,1,1
4,0,1,3,73,2,1,1,1,1
3,0,5,5,34,1,1,1,1,1
2,1,5,4,36,1,1,1,1,1
1,0,5,1,27,1,1,1,1,1
2,0,4,5,66,2,1,1,1,1
2,1,2,2,66,2,1,1,1,1
4,1,5,2,64,2,1,1,1,1
4,1,2,4,82,3,1,1,1,1
1,0,5,3,34,1,1,1,1,1
4,0,1,3,38,1,1,1,1,1
4,1,3,1,79,2,1,1,1,1
3,1,2,1,35,1,1,1,1,1
3,0,5,3,33,1,1,1,1,1
1,0,5,1,65,2,1,1,1,1
2,0,5,1,69,2,1,1,1,1
1,1,3,5,66,2,1,1,1,1
2,0,2,2,45,1,1,1,1,1
1,0,5,1,37,1,1,1,1,1
3,1,5,5,71,2,1,1,1,1
5,0,3,4,59,2,1,1,1,1
2,1,1,4,32,1,1,1,1,1
4,0,4,4,40,1,1,1,1,1
2,1,2,4,73,2,1,1,1,1
3,1,3,4,48,1,1,1,1,1
2,1,4,1,52,2,1,1,1,1
4,0,4,5,79,2,1,1,1,1
3,0,3,4,85,3,1,1,1,1
4,0,5,3,72,2,1,1,1,1
1,0,5,2,39,1,1,1,1,1
3,1,3,4,72,2,1,1,1,1
1,0,3,3,51,2,1,1,1,1
1,0,5,3,36,1,1,1,1,1
4,1,1,2,89,3,1,1,1,1
4,1,5,1,82,3,1,1,1,1
2,1,5,4,51,2,1,1,1,1
3,1,4,1,75,2,1,1,1,1
5,0,4,4,44,1,1,1,1,1
4,1,4,4,72,2,1,1,1,1
2,0,3,1,66,2,1,1,1,1
3,0,2,5,41,1,1,1,1,1
2,1,5,5,59,2,1,1,1,1
2,1,2,2,31,1,1,1,1,1
5,1,1,2,54,2,1,1,1,1
1,1,1,3,23,1,1,1,1,1
1,1,5,2,75,2,1,1,1,1
1,0,4,5,21,1,1,1,1,1
4,1,5,3,69,2,1,1,1,1
1,0,1,3,56,2,1,1,1,1
3,1,2,3,60,2,1,1,1,1
4,0,2,4,79,2,1,1,1,1
5,0,5,5,47,1,1,1,1,1
4,0,3,2,72,2,1,1,1,1
3,1,4,5,31,1,1,1,1,1
2,1,3,4,45,1,1,1,1,1
4,1,5,3,40,1,1,1,1,1
4,0,1,1,46,1,1,1,1,1
2,0,5,2,38,1,1,1,1,1
5,1,5,3,64,2,1,1,1,1
1,1,5,1,46,1,1,1,1,1
2,0,3,1,58,2,1,1,1,1
1,0,3,1,37,1,1,1,1,1
1,1,5,4,62,2,1,1,1,1
2,1,2,5,49,1,1,1,1,1
3,1,2,3,53,2,1,1,1,1
3,0,5,5,30,1,1,1,1,1
3,0,5,1,59,2,1,1,1,1
1,1,2,5,40,1,1,1,1,1
2,1,5,4,37,1,1,1,1,1
1,1,2,2,41,1,1,1,1,1
3,1,5,5,56,2,1,1,1,1
3,1,2,4,81,3,1,1,1,1
3,0,5,2,66,2,1,1,1,1
4,1,3,3,71,2,1,1,1,1
1,0,3,2,64,2,1,1,1,1
2,0,5,5,31,1,1,1,1,1
1,0,2,2,72,2,1,1,1,1
5,0,5,5,57,2,1,1,1,1
4,0,5,3,67,2,1,1,1,1
4,0,3,4,76,2,1,1,1,1
3,0,1,2,68,2,1,1,1,1
4,0,2,2,78,2,1,1,1,1
1,1,1,4,68,2,1,1,1,1
2,1,1,4,25,1,1,1,1,1
4,1,4,3,86,3,1,1,1,1
2,1,1,1,15,1,1,1,1,1
1,1,1,3,28,1,1,1,1,1
1,0,5,1,58,2,1,1,1,1
1,0,4,4,72,2,1,1,1,1
3,0,4,5,45,1,1,1,1,1
3,0,4,3,59,2,1,1,1,1
3,0,5,3,78,2,1,1,1,1
5,1,4,4,84,3,1,1,1,1
2,1,5,3,56,2,1,1,1,1
1,0,5,5,62,2,1,1,1,1
3,1,2,2,78,2,1,1,1,1
3,1,5,1,62,2,1,1,1,1
3,1,2,3,54,2,1,1,1,1
2,1,4,5,57,2,1,1,1,1
1,1,4,2,61,2,1,1,1,1
3,0,2,5,49,1,1,1,1,1
1,1,3,2,71,2,1,1,1,1
4,1,5,3,55,2,1,1,1,1
4,0,5,3,44,1,1,1,1,1
4,0,5,2,68,2,1,1,1,1
1,0,5,5,60,2,1,1,1,1
2,0,1,1,45,1,1,1,1,1
4,0,4,3,72,2,1,1,1,1
5,0,5,3,41,1,1,1,1,1
3,0,5,4,73,2,1,1,1,1
1,0,5,3,57,2,1,1,1,1
4,1,5,5,55,2,1,1,1,1
1,0,4,5,53,2,1,1,1,1
4,0,5,1,53,2,1,1,1,1
3,1,2,3,87,3,1,1,1,1
4,0,4,4,61,2,1,1,1,1
2,0,5,1,38,1,1,1,1,1
2,0,3,4,60,2,1,1,1,1
4,0,5,5,49,1,1,1,1,1
1,1,2,4,64,2,1,1,1,1
1,1,4,5,23,1,1,1,1,1
5,0,1,5,72,2,1,1,1,1
5,1,4,2,71,2,1,1,1,1
4,1,5,4,59,2,1,1,1,1
4,1,5,5,38,1,1,1,1,1
2,1,1,5,24,1,1,1,1,1
1,1,2,1,18,1,1,1,1,1
4,1,5,5,33,1,1,1,1,1
5,0,2,2,81,3,1,1,1,1
1,0,2,1,30,1,1,1,1,1
2,1,4,1,32,1,1,1,1,1
3,1,2,5,50,2,1,1,1,1
4,1,5,3,73,2,1,1,1,1
4,0,5,1,38,1,1,1,1,1
1,0,5,3,28,1,1,1,1,1
2,0,3,3,57,2,1,1,1,1
3,0,2,5,41,1,1,1,1,1
1,0,3,3,52,2,1,1,1,1
1,0,4,2,26,1,1,1,1,1
2,1,3,1,28,1,1,1,1,1
2,0,2,3,74,2,1,1,1,1
4,0,5,4,81,3,1,1,1,1
5,0,4,3,81,3,1,1,1,1
1,1,2,3,61,2,1,1,1,1
1,0,4,5,38,1,1,1,1,1
1,1,1,4,29,1,1,1,1,1
2,1,2,1,57,2,1,1,1,1
1,0,1,4,21,1,1,1,1,1
4,0,3,1,57,2,1,1,1,1
5,0,2,1,94,3,1,1,1,1
4,1,1,4,39,1,1,1,1,1
3,0,5,1,59,2,1,1,1,1
1,1,5,4,64,2,1,1,1,1
5,1,3,3,83,3,1,1,1,1
3,0,2,5,53,2,1,1,1,1
3,0,2,5,70,2,1,1,1,1
3,0,5,4,92,3,1,1,1,1
5,1,5,5,92,3,1,1,1,1
4,0,1,4,47,1,1,1,1,1
4,1,1,4,51,2,1,1,1,1
4,0,1,3,45,1,1,1,1,1
1,1,4,5,34,1,1,1,1,1
1,0,3,1,50,2,1,1,1,1
4,0,2,2,45,1,1,1,1,1
3,1,3,1,54,2,1,1,1,1
5,1,5,3,52,2,1,1,1,1
1,0,5,2,20,1,1,1,1,1
5,1,3,1,93,3,1,1,1,1
4,1,3,2,53,2,1,1,1,1
5,1,1,3,35,1,1,1,1,1
2,1,5,2,48,1,1,1,1,1
1,0,3,3,18,1,1,1,1,1
1,1,2,2,43,1,1,1,1,1
3,0,1,5,36,1,1,1,1,1
1,0,3,3,51,2,1,1,1,1
4,0,5,5,65,2,1,1,1,1
3,1,5,1,81,3,1,1,1,1
3,0,2,3,45,1,1,1,1,1
1,0,5,4,46,1,1,1,1,1
4,0,5,5,32,1,1,1,1,1
4,0,5,4,60,2,1,1,1,1
1,0,5,1,33,1,1,1,1,1
1,1,5,4,45,1,1,1,1,1
2,0,4,5,54,2,1,1,1,1
3,1,2,5,46,1,1,1,1,1
1,0,5,2,49,1,1,1,1,1
1,0,4,3,38,1,1,1,1,1
5,1,1,3,53,2,1,1,1,1
1,1,4,3,30,1,1,1,1,1
2,0,1,5,24,1,1,1,1,1
1,0,5,5,69,2,1,1,1,1
2,0,4,5,57,2,1,1,1,1
4,0,5,4,94,3,1,1,1,1
4,0,5,3,77,2,1,1,1,1
5,1,4,2,79,2,1,1,1,1
3,0,4,2,50,2,1,1,1,1
4,0,5,5,52,2,1,1,1,1
2,1,1,2,64,2,1,1,1,1
2,1,5,4,86,3,1,1,1,1
5,0,2,3,33,1,1,1,1,1
1,1,4,1,47,1,1,1,1,1
1,1,2,3,31,1,1,1,1,1
3,1,5,2,42,1,1,1,1,1
2,0,5,5,54,2,1,1,1,1
1,0,5,5,33,1,1,1,1,1
1,0,3,1,61,2,1,1,1,1
2,1,2,5,78,2,1,1,1,1
1,0,3,2,55,2,1,1,1,1
1,0,2,2,59,2,1,1,1,1
1,1,5,5,20,1,1,1,1,1
4,0,3,1,43,1,1,1,1,1
2,1,3,1,19,1,1,1,1,1
1,1,2,1,17,1,1,1,1,1
4,1,5,1,73,2,1,1,1,1
2,1,1,1,72,2,1,1,1,1
4,0,5,2,39,1,1,1,1,1
2,0,1,2,44,1,1,1,1,1
2,0,2,5,52,2,1,1,1,1
3,1,4,1,58,2,1,1,1,1
3,0,5,1,45,1,1,1,1,1
4,0,3,3,36,1,1,1,1,1
2,1,5,3,22,1,1,1,1,1
4,1,2,1,86,3,1,1,1,1
3,0,4,2,68,2,1,1,1,1
1,1,4,5,47,1,1,1,1,1
1,0,5,2,40,1,1,1,1,1
5,1,5,1,58,2,1,1,1,1
3,1,5,2,53,2,1,1,1,1
4,0,5,3,46,1,1,1,1,1
4,1,2,4,66,2,1,1,1,1
3,1,1,3,49,1,1,1,1,1
2,1,5,5,77,2,1,1,1,1
4,0,1,2,36,1,1,1,1,1
5,0,3,5,55,2,1,1,1,1
4,0,2,5,49,1,1,1,1,1
1,1,5,2,76,2,1,1,1,1
5,1,4,4,45,1,1,1,1,1
2,1,5,5,28,1,1,1,1,1
2,1,3,4,25,1,1,1,1,1
2,0,4,4,27,1,1,1,1,1
2,0,5,5,67,2,1,1,1,1
1,1,4,5,44,1,1,1,1,1
1,0,5,1,18,1,1,1,1,1
1,0,4,3,37,1,1,1,1,1
4,0,5,2,43,1,1,1,1,1
1,1,4,4,43,1,1,1,1,1
3,0,2,2,66,2,1,1,1,1
2,0,5,3,34,1,1,1,1,1
4,0,5,3,77,2,1,1,1,1
1,0,3,1,31,1,1,1,1,1
5,0,5,1,80,3,1,1,1,1
4,1,1,3,71,2,1,1,1,1
4,0,2,1,69,2,1,1,1,1
1,0,3,5,34,1,1,1,1,1
1,1,1,5,69,2,1,1,1,1
2,0,4,3,44,1,1,1,1,1
2,1,1,1,30,1,1,1,1,1
2,1,3,4,73,2,1,1,1,1
4,1,5,1,52,2,1,1,1,1
4,1,2,2,81,3,1,1,1,1
1,0,3,4,52,2,1,1,1,1
2,0,1,2,77,2,1,1,1,1
2,1,1,3,44,1,1,1,1,1
1,0,3,4,62,2,1,1,1,1
3,1,5,2,44,1,1,1,1,1
2,0,5,3,51,2,1,1,1,1
3,0,3,4,48,1,1,1,1,1
1,1,5,1,30,1,1,1,1,1
2,0,3,2,82,3,1,1,1,1
3,1,5,1,61,2,1,1,1,1
3,0,3,2,72,2,1,1,1,1
2,0,4,1,78,2,1,1,1,1
4,0,2,3,53,2,1,1,1,1
4,1,2,5,78,2,1,1,1,1
2,1,4,3,79,2,1,1,1,1
3,1,1,5,56,2,1,1,1,1
2,0,1,5,58,2,1,1,1,1
3,1,1,4,72,2,1,1,1,1
3,1,1,2,37,1,1,1,1,1
4,1,5,1,56,2,1,1,1,1
3,0,4,3,59,2,1,1,1,1
2,0,2,2,54,2,1,1,1,1
3,0,4,3,47,1,1,1,1,1
4,0,2,5,84,3,1,1,1,1
3,1,1,1,50,2,1,1,1,1
3,0,5,1,27,1,1,1,1,1
5,1,3,5,67,2,1,1,1,1
2,0,3,2,48,1,1,1,1,1
3,1,5,5,42,1,1,1,1,1
1,1,1,3,55,2,1,1,1,1
3,0,1,5,73,2,1,1,1,1
4,1,4,3,46,1,1,1,1,1
3,1,5,2,81,3,1,1,1,1
5,1,5,5,82,3,1,1,1,1
3,1,4,4,35,1,1,1,1,1
4,0,5,4,92,3,1,1,1,1
4,0,5,4,59,2,1,1,1,1
2,1,3,3,35,1,1,1,1,1
4,0,5,1,65,2,1,1,1,1
4,1,1,5,53,2,1,1,1,1
3,1,3,2,45,1,1,1,1,1
4,0,1,1,61,2,1,1,1,1
1,1,1,5,74,2,1,1,1,1
5,0,4,5,60,2,1,1,1,1
1,1,5,3,23,1,1,1,1,1
1,0,5,4,25,1,1,1,1,1
2,0,5,2,45,1,1,1,1,1
2,1,5,3,68,2,1,1,1,1
1,0,5,5,21,1,1,1,1,1
4,1,3,1,65,2,1,1,1,1
2,0,2,4,45,1,1,1,1,1
1,1,1,5,58,2,1,1,1,1
3,0,5,4,76,2,1,1,1,1
3,0,5,2,57,2,1,1,1,1
5,0,2,1,46,1,1,1,1,1
2,1,2,3,68,2,1,1,1,1
1,0,2,1,40,1,1,1,1,1
3,1,3,2,45,1,1,1,1,1
2,0,2,3,31,1,1,1,1,1
1,0,3,4,50,2,1,1,1,1
1,1,4,1,43,1,1,1,1,1
1,0,4,3,50,2,1,1,1,1
3,1,5,1,80,3,1,1,1,1
4,1,4,4,90,3,1,1,1,1
2,1,3,2,38,1,1,1,1,1
5,1,3,1,73,2,1,1,1,1
5,1,1,5,78,2,1,1,1,1
1,0,2,5,54,2,1,1,1,1
4,1,5,2,92,3,1,1,1,1
3,0,5,3,39,1,1,1,1,1
2,1,2,4,41,1,1,1,1,1
3,1,5,2,71,2,1,1,1,1
2,0,5,3,65,2,1,1,1,1
4,0,5,5,87,3,1,1,1,1
2,1,5,5,47,1,1,1,1,1
3,1,3,3,42,1,1,1,1,1
1,0,3,4,62,2,1,1,1,1
3,0,3,3,54,2,1,1,1,1
3,1,2,4,71,2,1,1,1,1
3,1,4,1,42,1,1,1,1,1
1,1,5,3,64,2,1,1,1,1
4,0,5,5,70,2,1,1,1,1
2,1,5,2,77,2,1,1,1,1
4,0,1,3,62,2,1,1,1,1
4,0,3,2,28,1,1,1,1,1
4,1,5,4,36,1,1,1,1,1
5,1,5,4,92,3,1,1,1,1
1,0,1,5,18,1,1,1,1,1
3,1,5,2,37,1,1,1,1,1
3,1,5,4,81,3,1,1,1,1
3,0,5,4,57,2,1,1,1,1
3,1,4,4,61,2,1,1,1,1
4,0,1,4,62,2,1,1,1,1
3,0,5,3,27,1,1,1,1,1
1,1,5,4,26,1,1,1,1,1
2,0,3,3,48,1,1,1,1,1
1,0,4,5,18,1,1,1,1,1
3,1,5,1,66,2,1,1,1,1
4,0,4,2,59,2,1,1,1,1
2,1,3,3,41,1,1,1,1,1
4,0,1,4,64,2,1,1,1,1
4,0,5,2,40,1,1,1,1,1
3,0,5,1,84,3,1,1,1,1
4,0,2,2,51,2,1,1,1,1
3,0,2,3,49,1,1,1,1,1
3,0,2,4,67,2,1,1,1,1
5,0,5,2,70,2,1,1,1,1
4,1,4,5,75,2,1,1,1,1
4,0,2,1,80,3,1,1,1,1
1,1,1,3,35,1,1,1,1,1
1,0,5,4,65,2,1,1,1,1
4,0,4,3,86,3,1,1,1,1
5,1,5,2,45,1,1,1,1,1
2,1,1,4,69,2,1,1,1,1
5,1,5,2,86,3,1,1,1,1
2,0,4,3,75,2,1,1,1,1
5,1,4,4,39,1,1,1,1,1
4,0,4,1,59,2,1,1,1,1
1,0,3,2,42,1,1,1,1,1
5,1,5,2,42,1,1,1,1,1
2,0,2,3,70,2,1,1,1,1
4,1,3,4,48,1,1,1,1,1
4,1,5,2,49,1,1,1,1,1
4,1,5,5,78,2,1,1,1,1
4,1,2,1,34,1,1,1,1,1
1,0,3,1,18,1,1,1,1,1
3,0,3,3,33,1,1,1,1,1
1,1,1,1,20,1,1,1,1,1
1,1,3,2,35,1,1,1,1,1
1,0,4,5,46,1,1,1,1,1
3,0,5,2,42,1,1,1,1,1
1,1,3,2,23,1,1,1,1,1
2,0,4,5,51,2,1,1,1,1
2,0,5,3,75,2,1,1,1,1
2,0,5,4,27,1,1,1,1,1
1,0,4,5,48,1,1,1,1,1
3,1,1,5,45,1,1,1,1,1
1,0,1,3,40,1,1,1,1,1
4,1,5,4,42,1,1,1,1,1
4,1,5,4,90,3,1,1,1,1
3,1,3,4,45,1,1,1,1,1
4,0,5,2,55,2,1,1,1,1
2,0,5,1,45,1,1,1,1,1
1,1,4,1,20,1,1,1,1,1
1,0,1,4,15,1,1,1,1,1
2,1,5,5,28,1,1,1,1,1
1,1,4,4,25,1,1,1,1,1
4,0,5,5,39,1,1,1,1,1
5,0,2,4,96,3,1,1,1,1
2,0,3,4,24,1,1,1,1,1
2,1,5,2,63,2,1,1,1,1
1,1,4,3,19,1,1,1,1,1
3,0,2,3,31,1,1,1,1,1
2,1,2,4,35,1,1,1,1,1
4,1,5,4,65,2,1,1,1,1
3,1,5,5,41,1,1,1,1,1
1,0,1,2,65,2,1,1,1,1
4,0,2,2,83,3,1,1,1,1
1,0,3,3,22,1,1,1,1,1
3,1,4,2,68,2,1,1,1,1
5,0,4,5,40,1,1,1,1,1
4,1,4,2,92,3,1,1,1,1
1,1,5,3,54,2,1,1,1,1
5,1,4,5,90,3,1,1,1,1
3,0,4,4,57,2,1,1,1,1
3,1,3,1,47,1,1,1,1,1
2,0,1,1,43,1,1,1,1,1
2,1,5,5,50,2,1,1,1,1
4,0,5,5,91,3,1,1,1,1
1,0,5,2,34,1,1,1,1,1
1,0,4,3,54,2,1,1,1,1
3,0,3,2,26,1,1,1,1,1
3,0,2,1,34,1,1,1,1,1
1,0,4,5,18,1,1,1,1,1
3,0,4,4,38,1,1,1,1,1
4,0,5,2,57,2,1,1,1,1
4,1,5,1,34,1,1,1,1,1
4,1,4,3,68,2,1,1,1,1
4,1,5,3,92,3,1,1,1,1
5,1,3,1,77,2,1,1,1,1
3,1,2,1,71,2,1,1,1,1
3,0,2,4,67,2,1,1,1,1
2,0,2,4,59,2,1,1,1,1
5,0,4,1,91,3,1,1,1,1
3,0,5,5,29,1,1,1,1,1
1,0,4,1,48,1,1,1,1,1
4,1,4,4,90,3,1,1,1,1
4,1,3,5,48,1,1,1,1,1
4,0,2,1,77,2,1,1,1,1
2,1,5,3,20,1,1,1,1,1
2,1,5,3,42,1,1,1,1,1
3,0,1,5,37,1,1,1,1,1
3,0,1,1,52,2,1,1,1,1
1,1,5,1,33,1,1,1,1,1
2,1,5,5,72,2,1,1,1,1
3,0,2,2,34,1,1,1,1,1
4,1,4,1,33,1,1,1,1,1
3,0,5,3,71,2,1,1,1,1
1,1,5,2,25,1,1,1,1,1
4,1,5,2,55,2,1,1,1,1
4,0,5,3,76,2,1,1,1,1
4,1,1,5,76,2,1,1,1,1
2,0,2,4,81,3,1,1,1,1
4,1,5,1,35,1,1,1,1,1
3,1,4,2,35,1,1,1,1,1
5,0,4,1,74,2,1,1,1,1
3,1,3,5,66,2,1,1,1,1
1,0,4,4,31,1,1,1,1,1
5,0,5,5,54,2,1,1,1,1
3,1,5,1,79,2,1,1,1,1
3,0,4,2,58,2,1,1,1,1
2,0,1,3,66,2,1,1,1,1
3,0,2,2,36,1,1,1,1,1
4,1,5,5,44,1,1,1,1,1
2,0,5,5,26,1,1,1,1,1
3,0,4,1,37,1,1,1,1,1
1,1,5,5,82,3,1,1,1,1
1,0,4,4,18,1,1,1,1,1
4,0,5,4,66,2,1,1,1,1
3,0,3,1,60,2,1,1,1,1
2,1,2,5,32,1,1,1,1,1
3,1,5,4,51,2,1,1,1,1
1,1,5,5,18,1,1,1,1,1
4,1,4,3,82,3,1,1,1,1
4,1,3,2,66,2,1,1,1,1
5,1,5,1,69,2,1,1,1,1
4,0,2,5,59,2,1,1,1,1
3,1,3,4,26,1,1,1,1,1
2,1,5,1,63,2,1,1,1,1
5,1,4,2,52,2,1,1,1,1
3,1,1,2,66,2,1,1,1,1
3,0,2,4,51,2,1,1,1,1
2,0,3,2,54,2,1,1,1,1
3,1,5,4,77,2,1,1,1,1
2,0,5,4,45,1,1,1,1,1
3,1,3,5,77,2,1,1,1,1
2,0,5,2,32,1,1,1,1,1
1,1,3,5,15,1,1,1,1,1
4,1,2,3,62,2,1,1,1,1
2,1,5,2,55,2,1,1,1,1
5,1,2,4,59,2,1,1,1,1
4,0,4,3,32,1,1,1,1,1
1,1,4,4,21,1,1,1,1,1
2,0,4,3,56,2,1,1,1,1
3,0,4,3,55,2,1,1,1,1
2,0,5,1,74,2,1,1,1,1
5,1,3,4,74,2,1,1,1,1
3,0,5,1,56,2,1,1,1,1
1,0,5,2,58,2,1,1,1,1
2,0,5,1,64,2,1,1,1,1
5,1,2,3,49,1,1,1,1,1
4,0,3,4,31,1,1,1,1,1
1,1,1,4,64,2,1,1,1,1
5,0,1,4,63,2,1,1,1,1
2,0,3,4,66,2,1,1,1,1
5,1,1,4,73,2,1,1,1,1
1,1,3,3,38,1,1,1,1,1
2,0,2,2,70,2,1,1,1,1
3,1,2,1,27,1,1,1,1,1
1,0,5,2,72,2,1,1,1,1
1,0,1,2,21,1,1,1,1,1
4,1,3,4,85,3,1,1,1,1
1,1,2,1,62,2,1,1,1,1
4,1,5,4,73,2,1,1,1,1
2,0,1,3,32,1,1,1,1,1
3,0,1,5,30,1,1,1,1,1
4,0,1,1,64,2,1,1,1,1
1,1,2,5,25,1,1,1,1,1
3,1,2,1,82,3,1,1,1,1
4,1,1,5,41,1,1,1,1,1
3,0,2,1,71,2,1,1,1,1
2,1,1,2,79,2,1,1,1,1
1,1,4,5,59,2,1,1,1,1
5,0,2,5,45,1,1,1,1,1
2,1,3,1,84,3,1,1,1,1
4,1,2,1,62,2,1,1,1,1
4,0,1,1,65,2,1,1,1,1
1,0,3,1,43,1,1,1,1,1
1,0,5,4,39,1,1,1,1,1
4,0,3,4,70,2,1,1,1,1
4,0,3,5,54,2,1,1,1,1
4,0,2,4,55,2,1,1,1,1
4,1,5,2,55,2,1,1,1,1
2,1,3,4,25,1,1,1,1,1
1,0,3,4,52,2,1,1,1,1
4,0,1,4,31,1,1,1,1,1
4,1,2,1,68,2,1,1,1,1
1,0,1,2,19,1,1,1,1,1
5,0,2,5,87,3,1,1,1,1
2,1,5,3,71,2,1,1,1,1
2,1,5,1,74,2,1,1,1,1
2,0,3,2,35,1,1,1,1,1
3,0,2,5,69,2,1,1,1,1
1,1,3,4,24,1,1,1,1,1
3,0,3,1,29,1,1,1,1,1
1,1,4,3,34,1,1,1,1,1
